Work_ID,Documents_Submitted,NOC_Status,Compliance_Score,Is_Duplicate_Work,Cost_Anomaly_Flag,Overall_Fraud_Risk_Score,Work_Description_Full,Inspection_Summary,Issues_Encountered
WS/MP770/2025-2026/233855,Utilization Cert,Received,94.33,False,False,14.42,Drilling of Bore well and pump set in Sy.No 954 of Venkateshwara palli (V) of  Koheda (M),Standard inspection passed,"Weather delays, Vendor issues"
WS/MP770/2025-2026/233856,"Site Plan,Utilization Cert",Pending,74.44,False,False,89.61,Drilling of Bore well and pump set near H.No.1-64 in  Dubba Thanda (V) of  Akkannapeta (M),Standard inspection passed,
WS/MP770/2025-2026/233857,"NOC,Utilization Cert,Site Plan",Not_Required,88.19,False,False,75.25,Drilling of Bore well and pump set near H.No.5-19 in  Atiram Thanda (V) of  Akkannapeta (M),Standard inspection passed,
WS/MP770/2025-2026/233858,Site Plan,Received,88.64,False,False,16.9,Drilling of Bore well and pump set near H.No.1-41 by 2  in  Mothkulapalli (V) of  Akkannapeta (M),Standard inspection passed,
WS/MP770/2025-2026/233859,"Utilization Cert,NOC",Pending,44.41,False,False,48.01,Drilling of Bore well and pump set near H.No. 3-136 in  Akkannapeta (V) and (M),Standard inspection passed,
WS/MP770/2025-2026/233860,"NOC,Utilization Cert",Received,62.12,False,False,61.25,Drilling of Bore well and pump set near H.No. 3-58 in Govardhanagiri  (V)  Akkannapeta and (M),Issues found on site,
WS/MP770/2025-2026/233861,"NOC,Utilization Cert,Site Plan",Not_Required,55.37,False,False,76.05,Drilling of Bore well and pump set near H.No. 1-96 by 3 in Katkoor (V)  Akkannapeta and (M),Standard inspection passed,
WS/MP770/2025-2026/233862,Utilization Cert,Pending,50.67,False,False,56.48,Drilling of Bore well and pump set near H.No. 4-64 by A in Gouravelly (V)  Akkannapeta and (M),Issues found on site,
WS/MP770/2025-2026/233863,"NOC,Utilization Cert,Site Plan",Not_Required,98.54,False,False,0.33,Drilling of Bore well and Pump set near H.No. 1-77  of  Dharmaram Village of  Konaraopeta Mandal,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP770/2025-2026/233864,"NOC,Site Plan,Utilization Cert",Pending,88.57,False,False,54.1,Drilling of Bore well and Pump set near H.No. 1-25 of Malkapeta (V) of  Konaraopeta Mandal,Issues found on site,
WS/MP770/2025-2026/233865,"NOC,Site Plan,Utilization Cert",Not_Required,49.3,False,False,71.59,Drilling of Bore well and Pump set near H.No. 1-66 by 1 of  Vattimalla (V) of  Konaraopeta Mandal,Standard inspection passed,
WS/MP770/2025-2026/233866,"Site Plan,Utilization Cert",Not_Required,50.38,False,False,21.21,Drilling of Bore well and Pump set near H.No. 2-55 of  Baosaipeta (V) of  Konaraopeta Mandal,Standard inspection passed,
WS/MP770/2025-2026/233867,"NOC,Utilization Cert,Site Plan",Received,72.1,False,False,74.6,Drilling of Bore well and pump set in Sy.No.294 by A by 6 of Erranasupalli  (V) Ellanthakunta  (M),Issues found on site,
WS/MP770/2025-2026/233868,"NOC,Site Plan,Utilization Cert",Received,84.59,False,False,87.91,Drilling of Bore well and pump set near H.No. 2-45 of Padira (V) Yellareddy Pet (M),Standard inspection passed,
WS/MP770/2025-2026/233869,"Utilization Cert,Site Plan",Not_Required,41.76,False,False,28.84,Construction of  Community Hall near H.No.4-50 of Malkapeta (V) in  Konaraopeta (M),Standard inspection passed,
WS/MP770/2026-2027/233870,NOC,Received,99.7,False,False,99.69,Drilling of Bore well and Pump set near H.No. 2-112 in  Bheempalli Village of  Kamalapur Mandal,Standard inspection passed,
WS/MP770/2026-2027/233871,"Utilization Cert,NOC",Received,62.07,False,False,66.03,Providing Trally to  Vaikunta Radham  Bheempelli Village and Kamalapur Mandal,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18160/2025-2026/233872,"Site Plan,NOC",Received,42.61,False,False,7.16,As Per Attechment,Standard inspection passed,
WS/MP18160/2025-2026/233873,Site Plan,Received,81.17,False,False,53.96,As Per Attechment,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18218/2025-2026/233874,Site Plan,Received,52.34,False,False,77.6,Village Sungarpur me kuti baba mandir se transfarmar se sarkarischool tak c c road and Nali ka nirman karya,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18218/2025-2026/233875,"NOC,Utilization Cert,Site Plan",Received,76.44,False,False,42.3,Ward No 48 punit enklev me saurabh ke Makan se LuvKush ke makan tak nali And interlocking tiles ka nirman kary,Standard inspection passed,
WS/MP18218/2025-2026/233876,Site Plan,Pending,82.0,False,True,93.3,Ward No 1 Me Zile Bhai Ke Makan se Shri Vipul Tripathi ke Makan Tak Nali And interlocking tiles ka nirman Kary,Standard inspection passed,
WS/MP18218/2025-2026/233877,"Site Plan,Utilization Cert,NOC",Not_Required,84.94,False,False,35.11,Ward No 38 Ratan Vihar Me Shri Satish Ke Makan Se Shri Baleshwar Ke Makan Tak Nali and interlocking tiles Ka nirman Kary,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18218/2025-2026/233878,"Site Plan,Utilization Cert",Not_Required,76.96,False,False,38.05,Ward No 43 Chaman Vihar me Ojha Ke Makan se Dinesh Pandit ke Makan Tak Nali And interlocking tiles Ka nirman kary,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP607/2025-2026/233879,"Site Plan,Utilization Cert",Not_Required,69.32,False,False,21.54,"Construction of Toilet near the house of Imadul in Village Bartalla, Panchayat Bartalla, Block Hiranpur, Dist. Pakur",Standard inspection passed,
WS/MP607/2025-2026/233880,Utilization Cert,Received,59.62,True,False,88.73,"Construction of Paved Drain (Pakki Nali) in Adivasi Tolla in Village Gopalpur, Panchayat Bagshisha, Block Hiranpur, Dist. Pakur",Standard inspection passed,
WS/MP607/2025-2026/233881,"Utilization Cert,NOC,Site Plan",Received,54.34,False,False,70.83,"Installation of Deep Boring near Mosque (Masjid) Village Barmasia, Panchayat Barmasia, Block Hiranpur, Dist. Pakur",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP607/2025-2026/233882,"Site Plan,NOC",Pending,94.71,False,False,61.63,"Installation of Deep Boring in Bich Tolla in Village Dharampur, Panchayat Kendua, Block Hiranpur, Dist. Pakur",Standard inspection passed,
WS/MP607/2025-2026/233883,"NOC,Site Plan,Utilization Cert",Pending,76.6,False,False,49.56,"Installation of Deep Boring in Village Tarapur, Panchayat Sundarpur, Block Hiranpur, Dist. Pakur",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP607/2025-2026/233884,"NOC,Utilization Cert",Received,82.5,False,False,2.72,"Construction of Staircase in Vivekanand Baski Talab (Pond) in Village Bara Ghaghri, Panchayat Bara Chachri, Block Litipara, Dist. Pakur",Issues found on site,
WS/MP607/2025-2026/233885,"Utilization Cert,NOC",Received,93.85,False,False,96.82,"Construction of Drain (Nali) from the house of Rameshil Kisku to Bridge (Pool) in Village Lilatari, Panchayat Kunjbona, Block Litipara, Dist. Pakur",Standard inspection passed,
WS/MP607/2025-2026/233886,Site Plan,Not_Required,77.91,False,False,67.5,"Construction of PCC Road from the house of Babulal Tudu to Babulal Hansdak house in Village Karmatanr, Panchayat Karmatand, Block Litipara, Dist. Pakur",Standard inspection passed,
WS/MP607/2025-2026/233888,"NOC,Site Plan",Not_Required,87.66,False,False,50.33,"Construction of PCC Road from Babuaam to Bandaam in Village Behra, Panchayat Jamjodi, Block Litipara, Dist. Pakur",Standard inspection passed,
WS/MP18100/2025-2026/233889,"NOC,Utilization Cert,Site Plan",Received,73.01,False,False,83.34,Construction of Rungmanch At GP Rohana Khurd Village Kudwari,Standard inspection passed,
WS/MP18147/2025-2026/233890,"NOC,Utilization Cert",Pending,79.87,False,False,69.95,"Construction of CC Road from Dasa soren house to Sangram house at Malagadi, under Kaptipada block Executive agency ITDA kaptipada",Issues found on site,"Weather delays, Vendor issues"
WS/MP18147/2025-2026/233891,"Site Plan,Utilization Cert,NOC",Received,46.95,False,False,71.04,Construction of CC Road with Guard wall from Rama Soren house to Budhan soren house at- Dadagasahi  under kaptipada block Executive Agaency - ITDA (Kaptipada),Standard inspection passed,
WS/MP607/2025-2026/233892,"Site Plan,NOC,Utilization Cert",Received,81.92,False,False,67.42,"Construction of PCC Road from  the house of Sriram to Bariar Murmu house in Village Surajbeda, Panchayat Surajbera, Block Litipara, Dist. Pakur",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18030/2025-2026/233895,"Utilization Cert,NOC",Pending,45.26,False,False,72.44,Jaynagar Sarthua Panchayat Musahar Toli Brick soling drain and PCC work,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18030/2025-2026/233896,"NOC,Site Plan,Utilization Cert",Not_Required,45.17,False,False,10.4,Karja village Earthwork brick soling and PCC work on Karja bridge,Issues found on site,
WS/MP18030/2025-2026/233899,Site Plan,Pending,78.01,False,False,61.86,Jalpura Musahar Toli Repair work of the community building,Issues found on site,
WS/MP18030/2025-2026/233900,"NOC,Site Plan,Utilization Cert",Received,74.24,False,False,15.27,Tarari block Pond construction work in Khutha village,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18228/2025-2026/233901,NOC,Pending,46.53,False,False,88.61,KALAWATI DEVI WO RAJ KUMAR BANWASI KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18228/2025-2026/233902,"Utilization Cert,Site Plan",Not_Required,42.86,False,False,79.1,RAJARAM BANWASI KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233903,"NOC,Utilization Cert,Site Plan",Received,72.3,False,False,9.18,BADARU BANWASI SO MUNTI BANWASI KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233904,"Site Plan,NOC",Not_Required,41.5,False,False,12.26,VIJAYI BANWASI SO DHARBHARAN BANWASI KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233905,"Utilization Cert,Site Plan,NOC",Pending,61.15,False,False,30.33,SATTU BANWASI SO LAKHANDAR KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233906,Site Plan,Not_Required,95.34,False,False,71.4,SAMAYI BANWASI SO JAMUNA BANWASI KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233907,"Site Plan,NOC",Received,96.25,False,False,22.66,RAJU YADAV SO RAMPATI YADAV KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233908,Site Plan,Received,88.69,False,False,6.21,CHANDRABALI BANWASI SO BAGAL BANWASI KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233909,Site Plan,Not_Required,99.42,False,False,51.86,RAJENDRA BANWASI SO MONU BANWASI KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Issues found on site,"Weather delays, Vendor issues"
WS/MP18228/2025-2026/233910,"NOC,Utilization Cert",Pending,74.1,False,False,78.39,DR BHEEM RAO AMBEDAKAR MURTI KE PASS 01 NAG SOLAR STREET LIGHT,Issues found on site,
WS/MP18228/2025-2026/233911,"Site Plan,Utilization Cert",Received,43.37,False,False,6.02,PAPPU AHAMAD SO INDRISH AHAMAD KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18228/2025-2026/233912,Utilization Cert,Pending,49.01,False,False,82.52,MAHTAB AALAM SON ZAHEER AALAM KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233914,"Utilization Cert,Site Plan,NOC",Pending,47.63,False,False,98.7,SHAHEED HASHMI SO ALI HASAN HASHMI KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233915,"NOC,Site Plan",Received,82.65,False,False,86.59,BUDDHU SO PEER MOHAMMAD,Standard inspection passed,
WS/MP18228/2025-2026/233916,"Site Plan,Utilization Cert,NOC",Received,79.02,False,False,69.44,AFTAB ALAM SO ZAHEER KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233917,"NOC,Site Plan",Received,47.38,False,True,42.45,AMARNATH SAROJ SO SURJOO SAROJ KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233918,"Utilization Cert,Site Plan",Received,64.35,False,False,89.31,JITENDRA SAROJ SO CHHOTAKU SAROJ KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Issues found on site,
WS/MP18228/2025-2026/233919,"NOC,Site Plan",Received,45.45,False,False,50.49,SHIVKUMAR SAROJ SO KALICHARAN SAROJ KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233920,"NOC,Site Plan,Utilization Cert",Received,95.16,False,False,29.34,CHHEDI SAROJ SO RAJARAM SAROJ KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233921,"Utilization Cert,Site Plan,NOC",Received,81.59,False,False,62.85,SURENDRA YADAV SO SHYAMRAJ KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233922,"Site Plan,Utilization Cert,NOC",Pending,61.75,False,False,73.2,DAL SHRINGAR YADAV RAMBALI YADAV KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233923,"Utilization Cert,Site Plan",Pending,91.55,False,False,0.91,DHARMRAJ YADAV SO NANDLAL YADAV KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233924,Utilization Cert,Not_Required,79.1,False,True,83.65,SUJEET KUMAR YADAV SO HARISHCHAND YADAV KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233925,"NOC,Utilization Cert,Site Plan",Received,53.23,False,False,25.09,SHIVAM YADAV SO RAMAASRE YADAV KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233926,NOC,Not_Required,99.64,False,False,54.09,DURGESH YADAV SO LAUTOO YADAVKE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Issues found on site,
WS/MP18228/2025-2026/233927,"Site Plan,NOC",Not_Required,97.69,True,False,40.05,INDU YADAV SO UDAYRAJ YADAV KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233928,"NOC,Utilization Cert",Not_Required,73.55,False,False,30.01,NARSINGH MAURY SO VIJAYDATT MAURY KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Issues found on site,"Weather delays, Vendor issues"
WS/MP18228/2025-2026/233929,"Site Plan,NOC,Utilization Cert",Not_Required,91.9,False,False,18.19,ANIL KUMAR SO SAVAROO RAM KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Issues found on site,"Weather delays, Vendor issues"
WS/MP18023/2025-2026/233930,"NOC,Utilization Cert",Received,91.25,False,False,57.77,"Construction of Community hall at Dharapur Majarbahar pratham khel , Dharapur , Guwahati - 781017",Standard inspection passed,
WS/MP18228/2025-2026/233931,NOC,Received,92.76,False,False,83.13,"1-DHIRENDRA KUMAR MAURY (SHERE) SO RAMROOP MAURY,2- VISHAL SAROJ KE GHAR KE PASS 02 NAG SOLAR STREET LIGHT",Standard inspection passed,
WS/MP18030/2025-2026/233934,"Utilization Cert,NOC",Received,86.12,False,False,7.72,Ara Municipal Corporation Ward No 15 Drain and PCC construction from Advocate Madan Mohan Vermas house up to Pakri Thakurwari temple,Standard inspection passed,
WS/MP18030/2025-2026/233935,NOC,Not_Required,87.33,False,False,70.64,Ara Municipal Corporation Ward No 26 Qazi Tola Drain and PCC construction from Mohammad Gulabs house via Mo Rustams house up to KG Lal Manjanwalas house,Standard inspection passed,
WS/MP18030/2025-2026/233936,Site Plan,Not_Required,49.74,False,False,63.11,Ara Municipal Corporation Ward No 26 Qazi Tola Drain and PCC construction from Moreyajuddins house up to Mo Aslams house,Issues found on site,"Weather delays, Vendor issues"
WS/MP18030/2025-2026/233937,NOC,Pending,70.85,False,False,18.11,Ara Municipal Corporation Ward No 31 Bhalui Pur Drain and PCC construction from Lal Babu Sonars house up to Dilip Sonars house,Standard inspection passed,
WS/MP18030/2025-2026/233938,Site Plan,Not_Required,65.7,True,False,60.96,New Housing Colony Chandwa PCC construction work from Bhola Rams house LIG 66 via Harinath Rams house LIG 5 up to LIG 15,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18030/2025-2026/233939,NOC,Pending,45.13,False,False,69.13,Ara Municipal Corporation Ward No 40 Eastern Nabada near Kranti Park Boundary wall construction of the community building,Standard inspection passed,
WS/MP18228/2025-2026/233941,Utilization Cert,Not_Required,61.11,False,False,28.42,"1-SITARAM PRAJAPATI SO RAMJAS,2- OMPRAKASH KHARWAR KE GHAR KE PASS 02 NAG SOLAR STREET LIGHT",Standard inspection passed,
WS/MP18228/2025-2026/233942,NOC,Pending,63.8,False,False,8.92,SHAILESH KR YADAV SO RAM MURAT YADAV KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Issues found on site,"Weather delays, Vendor issues"
WS/MP18228/2025-2026/233943,Utilization Cert,Received,99.46,False,False,65.11,RAMJAN ALI SO SAKIR ALI KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233944,"Utilization Cert,NOC,Site Plan",Pending,65.21,False,False,78.76,"1-CHANDRASEN SAROJ SO LURKHUR SAROJ,2- RAJESH SAROJ SO RAMKISHUN SAROJ KE GHAR KE PASS 02 NAG SOLAR STREET LIGHT",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18023/2026-2027/233945,Utilization Cert,Pending,55.83,False,False,17.82,"Construction of boundary wall and Community hall near Jyotinagar Kali Mandir , Jyotinagar , Guwahati-781021",Standard inspection passed,
WS/MP18023/2025-2026/233946,"NOC,Site Plan",Not_Required,81.68,False,False,92.75,"Construction of Athletic track at Kharghuli Rajohuwa Khelpothar , Kharghuli , Guwahati-781004.",Standard inspection passed,
WS/MP18023/2025-2026/233947,"Site Plan,NOC,Utilization Cert",Pending,59.11,False,False,73.95,"Construction of Community hall at Shri Shri govinda seva Marup , Kekuranagar, Guwahati.",Standard inspection passed,
WS/MP18023/2026-2027/233948,"NOC,Utilization Cert,Site Plan",Received,43.23,False,False,1.75,"Construction of Crematoriums at Gaon Dimoria , Dimoria.",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18023/2025-2026/233950,"NOC,Site Plan",Pending,85.05,False,False,31.3,"Construction of Road from Kakorpara- Ghorapota  Maa Kali Mandir to Residence of Daroga Rabha at Chotomatia , Krishnai , Goalpara .",Standard inspection passed,
WS/MP18023/2025-2026/233951,"Utilization Cert,NOC",Received,89.62,False,False,74.72,"Construction of Road from Thabalpara gaon path Madhav Rabha house to Ajit Rabha house at Lela gaon , Goalpara",Standard inspection passed,
WS/MP18023/2025-2026/233952,"NOC,Utilization Cert",Received,69.65,False,False,94.38,"Construction of Road from Sokakata to Moishkhuli Khamar road , Goalpara.",Standard inspection passed,
WS/MP18023/2025-2026/233953,Utilization Cert,Received,60.34,False,False,97.11,"Construction of Community hall at Srimanta Sankardev Sangha , kalyanpur , Goalpara",Issues found on site,"Weather delays, Vendor issues"
WS/MP18023/2026-2027/233954,Utilization Cert,Pending,83.28,False,False,27.86,"Construction of Crematoriums at Bihadiya Raiz Goyaraha , Chhaygaon , Pin-781124",Standard inspection passed,
WS/MP18023/2025-2026/233955,NOC,Not_Required,96.79,False,False,68.59,"Construction of Community hall near Kaithpara Gaya Raiz , kaithpara m Bhalukghata, Uttar Boko.",Standard inspection passed,
WS/MP18023/2026-2027/233956,"Utilization Cert,NOC",Not_Required,80.07,False,True,22.57,"Construction of Community near Satpakhali raiz goyaroha, Palashbari",Standard inspection passed,
WS/MP607/2025-2026/233957,"Utilization Cert,NOC,Site Plan",Received,65.71,False,False,46.15,"Construction of Toilet near the house of Ruplal Hembrum in Village Hethbandha, Panchayat Litipara, Block Litipara, Dist. Pakur",Standard inspection passed,
WS/MP18228/2025-2026/233958,"Site Plan,NOC",Not_Required,43.6,False,True,76.4,KAUSHAL VERMA SO SAGAR VERMA KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18228/2025-2026/233959,NOC,Not_Required,95.96,False,False,69.85,DURGESH SAROJ SO VINOD KR SAROJ KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Issues found on site,
WS/MP18228/2025-2026/233960,"Utilization Cert,NOC",Received,92.58,False,False,68.97,JAGDISH SAROJ SO HARILAL SAROJ KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233961,Utilization Cert,Received,67.5,False,False,9.02,SANJAY SAROJ SO CHHOTELAL KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP18228/2025-2026/233962,"NOC,Utilization Cert",Pending,72.28,False,False,67.93,BABLU PAINTER KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18228/2025-2026/233963,NOC,Received,62.66,False,False,65.48,NEERAJ KUMAR SO RAM AASRE KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Standard inspection passed,
WS/MP607/2025-2026/233964,"Utilization Cert,Site Plan",Pending,93.34,False,False,23.82,"Construction of PCC Road from the house of Bole Baski to Vijay Marandi house in Village Gohanda, Panchayat Nawadih, Block Litipara, Dist. Pakur",Standard inspection passed,
WS/MP18228/2025-2026/233965,"NOC,Utilization Cert",Received,69.79,False,True,14.46,VINOD YADAV SO RAJENDRA YADAV KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Issues found on site,"Weather delays, Vendor issues"
WS/MP607/2025-2026/233966,Site Plan,Received,95.59,False,False,82.23,"Construction of Platform in Football Maidan in Village Darajmath, Panchayat Taalpahari, Block Litipara, Dist. Pakur",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18228/2025-2026/233967,"Site Plan,Utilization Cert",Not_Required,57.33,False,False,62.57,RAM AWATAR SAROJ SO SUNDAR SAROJ KE GHAR KE PASS 01 NAG SOLAR STREET LIGHT,Issues found on site,
WS/MP607/2025-2026/233968,"NOC,Site Plan,Utilization Cert",Received,73.04,False,False,9.1,"Construction of Paved Drain in Village Jirli, Panchayat Phulpahari, Block Litipara, Dist. Pakur",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP607/2025-2026/233969,"NOC,Site Plan,Utilization Cert",Not_Required,83.18,False,True,66.04,"Construction of Toilet near the house of Musleuddin in Village Jitpur, Panchayat Bara Sarsa, Block Litipara, Dist. Pakur",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP607/2025-2026/233970,Site Plan,Received,42.96,False,False,90.11,"Construction of PCC Road from the house of Bilal to Majid house in Village Bichamahal, Panchayat Bichamahal, Block Litipara, Dist. Pakur",Standard inspection passed,
WS/MP18102/2025-2026/233971,"Site Plan,NOC",Not_Required,46.02,False,False,39.04,shed nirman khalghat narmada ghat,Standard inspection passed,
WS/MP607/2025-2026/233972,"Utilization Cert,NOC",Pending,48.45,False,True,45.05,"Construction of Toilet near the house of Maksed in Village Barpokhar, Panchayat Taljhari, Block Litipara, Dist. Pakur",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18102/2025-2026/233973,"Site Plan,NOC",Received,71.9,False,False,12.58,Amjhera ke ward no 15 me  pachudibai bheru ke ghar ke pas shed Nirman,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP607/2025-2026/233974,"Site Plan,Utilization Cert",Not_Required,56.63,False,False,14.75,"Construction of Toilet near the house of Salim Ansari in Village Kamalghati, Panchayat Kamalghati, Block Litipara, Dist. Pakur",Standard inspection passed,
WS/MP607/2025-2026/233975,Site Plan,Received,94.93,False,False,58.16,"Construction of Paved Drain in Adivasi Tolla, Village Jabardaha, Panchayat Jabardaha, Block Litipara, Dist. Pakur",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP607/2025-2026/233976,"Utilization Cert,Site Plan",Not_Required,77.93,False,False,16.77,"Construction of Toilet near the house of Bablu Marandi in Village Sonadhani, Panchayat Sonadhani, Block Litipara, Dist. Pakur",Standard inspection passed,
WS/MP607/2025-2026/233977,Site Plan,Not_Required,65.15,False,False,88.18,"Construction of Toilet near the house of Nirmal Kisku in Village Vishwanathpur, Panchayat Bandu, Block Litipara, Dist. Pakur",Issues found on site,
WS/MP18137/2025-2026/233999,"Site Plan,NOC",Not_Required,47.1,False,False,45.65,Financial assistance to AGAPE PRESBYTERIAN LP UP for constrution and renovating of school,Standard inspection passed,
WS/MP18137/2025-2026/234000,"Site Plan,Utilization Cert,NOC",Not_Required,89.73,False,False,82.67,Financial assistance to Ri war Jaintia College for construction of college building,Issues found on site,
WS/MP18137/2025-2026/234002,Utilization Cert,Pending,45.13,False,False,0.91,Financial assistance to HEALTH WELLNESS CENTRE,Standard inspection passed,
WS/MP18137/2025-2026/234003,"Site Plan,NOC",Pending,70.9,False,False,84.37,Financial assistance to Nongbareh HEALTH weLLNESS CENTRE,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18137/2025-2026/234004,"Utilization Cert,NOC",Received,62.78,False,False,31.76,"Financial assistance to the Head Teacher of Sunderland Memorial School  for purchasing Computer, printer, CCTV, Projector, Attendance machine and other IT equipments and school requirements.",Standard inspection passed,
WS/MP18137/2025-2026/234005,NOC,Pending,60.97,False,False,79.77,Financial assistance to Government LP School MAWRYNGKANG for construction of additional classroom,Standard inspection passed,
WS/MP618/2025-2026/234008,"Site Plan,NOC",Not_Required,68.48,False,False,42.04,Repair and Renovation of Govt. High School building at GOVANAKOPPA,Issues found on site,
WS/MP552/2025-2026/234011,"Site Plan,Utilization Cert",Not_Required,63.33,False,False,20.61,MOTIHARI NAGAR NIGAM KE GAYATRI  MANDIR KE SAMNE SAMUDAAYIK BHAWAN KA MARMATTI EWAM VIKAS KARYA.,Standard inspection passed,
WS/MP351/2026-2027/234014,"NOC,Utilization Cert,Site Plan",Received,61.69,False,False,65.9,Installation of 8 Meter High Mast Light at kanalkkara Junction -ward-6-Pinarayi GP,Standard inspection passed,
WS/MP598/2025-2026/234035,"NOC,Site Plan,Utilization Cert",Pending,63.17,False,False,31.76,Installation of Bore Well Gadda Buddi Near House of Roshan Lal GP Satiwala Executive Agency BDO Nahan,Standard inspection passed,
WS/MP598/2025-2026/234036,NOC,Not_Required,40.14,False,False,50.83,Repair of Rad Sergata village Gwahi GP Koti Executive Agency BDO Mashobra,Standard inspection passed,
WS/MP598/2025-2026/234037,Utilization Cert,Not_Required,45.2,False,False,78.88,Repair of Road Chofaghati to Village Fanevat Near House of Surender GP Koti Executive Agency BDO Mashobra,Standard inspection passed,
WS/MP598/2025-2026/234038,"Site Plan,Utilization Cert",Pending,92.71,False,False,19.18,Repair of Road Neen to Nichli Neen Gp Koti Executive Agency BDO Mashobra,Standard inspection passed,
WS/MP598/2025-2026/234039,"Utilization Cert,NOC,Site Plan",Received,67.8,False,False,3.19,Construction of Ambulance Road Shig to Jhalti GP Karganoo Executive Agency BDO Rajgarh,Standard inspection passed,
WS/MP18104/2025-2026/234041,"Utilization Cert,Site Plan,NOC",Received,80.99,False,False,22.22,"for construction of sitting area at village, contact person sh mukesh mishra 8817329113",Standard inspection passed,
